,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,dataset,PER AKS,CPD AKS,CPD HPO,diff PER,diff HPO
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,simul_noisy_1cp_1,0.1849455843356812,0.1893633434703086,0.1890819990709014,2.3886805140527434,0.1487949147934264
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,simul_noisy_1cp_2,0.5487092044613536,0.4844856555804182,0.4863970483252584,-11.704478138649266,-0.3929696430974405
2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,simul_noisy_1cp_3,0.3445262426348831,0.3459680055580778,0.3630513301584687,0.4184769532121102,-4.705484646739688
3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,simul_noisy_1cp_4,0.0897945885065161,0.0955766520613458,0.1481005261841303,6.439211595039573,-35.46501520020438
4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,simul_noisy_2cp_1,0.2152505910561419,0.1294333947080906,0.1664532878350534,-39.86850671442215,-22.24040967196009
5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,simul_noisy_2cp_2,0.4100955500149594,0.2642709671604026,0.2599617685837563,-35.55868451858045,1.6576278120134402
6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,simul_noisy_2cp_3,0.1141708893891558,0.1088545354456885,0.1648957421318362,-4.6564881572800365,-33.985842182232965
7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,,,,,simul_noisy_2cp_4,0.1227001132470303,0.1141106819853004,0.1332892734655511,-7.000345015523212,-14.388698341286576
8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,simul_varnoise_1cp_1,0.1111394219722123,0.1114281002611584,0.1124153465769494,0.2597442777939607,-0.878213114003279
9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,,,,,,,,,,simul_varnoise_1cp_2,0.4243145961356016,0.2969015997781403,0.2979970937829623,-30.02795508753672,-0.3676190230297638
10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,simul_varnoise_1cp_3,0.2574426850173477,0.2328368746029341,0.2408938109614158,-9.557781924452636,-3.34460081241863
11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,,,,,,,,,simul_varnoise_1cp_4,0.0626227306863066,0.0702019750661671,0.1359282175935565,12.103024407905338,-48.35364112837824
12,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,,,,,,,,,,,,,simul_varnoise_2cp_1,0.1142796895469269,0.066944621275869,0.0963226389993504,-41.420368272544685,-30.49959804743252
13,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,,,,,,,,,,,,,,simul_varnoise_2cp_2,0.2259304386228648,0.1711962075217268,0.1728704902304902,-24.226142982222644,-0.968518517261685
14,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,,,,,,,,,,,,,,,simul_varnoise_2cp_3,0.1045217503126835,0.0757290727876836,0.0755465879705296,-27.547067896265432,0.2415526922608046
15,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,,,,,,,,,,,,,,,,simul_varnoise_2cp_4,0.1043854727147888,0.0568491334736322,0.0736586480496852,-45.53922878812797,-22.82082962575467
16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,,,,,,,,,,,,,,,,,,simul_noiseless_1cp_1,0.043175134992361,0.0499475175864617,0.0499475175864617,15.685839998645037,0.0
17,17.0,17.0,17.0,17.0,17.0,17.0,,,,,,,,,,,,,,,,,,,simul_noiseless_1cp_2,0.1878608587217273,0.1320491718748311,0.1327419114272234,-29.709055535388785,-0.521869502212291
18,18.0,18.0,18.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,simul_noiseless_1cp_3,0.1611956717856441,0.1150132168904765,0.1084682635388432,-28.64993481746856,6.033980021529062
19,19.0,19.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,,simul_noiseless_1cp_4,0.0332899084511277,0.045279136279471,0.1300328576610143,36.014601379707464,-65.17869629727724
20,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,simul_noiseless_2cp_1,0.0646870561820947,0.0452775102194151,0.0716831201626633,-30.005301072971235,-36.83658005305651
21,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,,simul_noiseless_2cp_2,0.268889801830566,0.0822644090884791,0.0819501219907222,-69.4059021471123,0.3835102256376066
22,22.0,,,,,,,,,,,,,,,,,,,,,,,,simul_noiseless_2cp_3,0.0526910966579181,0.0477702307301495,0.108537664324277,-9.33908428536977,-55.987415955970064
23,,,,,,,,,,,,,,,,,,,,,,,,,simul_noiseless_2cp_4,0.04873177666098882,0.03439763805121961,0.04557993336284574,-29.41435669273288,-24.53337354095678
